연도,월,분기,청코드,내외항구분,수출입구분명,시설코드,시설명,부두구분명,아외국구분,적공구분,컨테이너수(10피트),컨테이너수(20피트),컨테이너수(40피트),컨테이너수(기타),전체개수,전체물동량
2024,05,2,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,공컨,0,1535,2840,0,4375,7215
2024,05,2,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,공컨,0,4817,2723,4,7544,10272
2024,03,1,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,8293,7058,0,15351,22409
2024,03,1,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7240,7335,0,14575,21910
2024,04,2,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7921,7241,0,15162,22403
2024,04,2,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,5917,5940,0,11857,17797
2024,04,2,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,8341,5452,0,13793,19245
2024,04,2,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5507,5639,0,11146,16785
2024,03,1,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6970,5162,2,12134,17298.5
2024,03,1,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,6079,5645,1,11725,17371.25
2024,08,3,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7286,5134,0,12420,17554
2024,08,3,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,4943,4467,0,9410,13877
2024,08,3,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,5671,3852,0,9523,13375
2024,08,3,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5427,5447,0,10874,16321
2024,10,4,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7795,6141,0,13936,20077
2024,10,4,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6662,5582,0,12244,17826
2024,10,4,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6034,4465,7,10506,14979.75
2024,10,4,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5469,5806,1,11276,17083.25
2024,02,1,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7559,7007,0,14566,21573
2024,02,1,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6098,6297,0,12395,18692
2024,02,1,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,7477,5620,0,13097,18717
2024,02,1,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,4783,4728,0,9511,14239
2024,06,2,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6173,5734,0,11907,17641
2024,06,2,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,5045,5357,0,10402,15759
2024,06,2,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6233,4466,0,10699,15165
2024,06,2,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,4534,4513,0,9047,13560
2024,11,4,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7839,6040,0,13879,19919
2024,11,4,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6204,5217,0,11421,16638
2024,07,3,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7277,5858,0,13135,18993
2024,07,3,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,4737,4844,0,9581,14425
2024,07,3,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,7331,5583,1,12915,18499.25
2024,07,3,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5440,5645,0,11085,16730
2024,11,4,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6476,5326,0,11802,17128
2024,11,4,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5599,6107,0,11706,17813
2024,05,2,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6412,5358,0,11770,17128
2024,09,3,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,5787,5231,0,11018,16249
2024,09,3,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6223,4493,0,10716,15209
2024,09,3,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5190,5129,0,10319,15448
2024,09,3,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7047,5721,0,12768,18489
2024,12,4,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7621,6493,0,14114,20607
2024,12,4,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,5604,5548,0,11152,16700
2024,08,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,40,808,15,863,1689.75
2024,08,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,300,630,0,930,1560
2024,10,4,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,129,0,0,129,129
2024,10,4,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,129,0,0,129,129
2024,10,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,175,21,0,196,217
2024,10,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,389,226,0,615,841
2024,02,1,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,1,0,27,28,61.75
2024,02,1,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,302,688,0,990,1678
2024,02,1,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,2,270,0,272,542
2024,02,1,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,443,398,0,841,1239
2024,06,2,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,06,2,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,06,2,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,12,1,0,13,14
2024,06,2,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,231,531,1,763,1295.25
2024,07,3,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,4,399,0,403,802
2024,11,4,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,0,692,47,739,1489.75
2024,11,4,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,0,0,47,47,105.75
2024,11,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,3,16,0,19,35
2024,11,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,340,186,0,526,712
2024,07,3,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,38,215,0,253,468
2024,07,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,7,200,40,247,497
2024,07,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,215,587,0,802,1389
2024,05,2,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,05,2,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,10,450,0,460,910
2024,05,2,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,18,152,0,170,322
2024,05,2,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,720,598,42,1360,2010.5
2024,09,3,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,34,114,0,148,262
2024,09,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,4,4,0,8,12
2024,09,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,31,142,0,173,315
2024,12,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,1,1,0,2,3
2024,12,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,302,287,1,590,878.25
2024,01,1,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,공컨,0,597,1335,0,1932,3267
2024,01,1,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,공컨,0,0,50,0,50,100
2024,01,1,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,공컨,0,36,300,0,336,636
2024,01,1,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,공컨,0,1156,102,0,1258,1360
2024,03,1,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,0,1,0,1,2
2024,04,2,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,388,497,17,902,1420.25
2024,04,2,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,429,590,0,1019,1609
2024,04,2,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,1066,889,86,2041,3037.5
2024,04,2,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,458,502,0,960,1462
2024,08,3,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,644,1354,7,2005,3367.75
2024,08,3,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,425,950,3,1378,2331.75
2024,08,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,968,1063,2,2033,3098.5
2024,08,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,349,771,4,1124,1900
2024,10,4,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,653,1859,11,2523,4395.75
2024,10,4,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,160,1346,12,1518,2879
2024,10,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,1077,1850,5,2932,4788.25
2024,10,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,355,658,2,1015,1675.5
2024,02,1,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,1054,2410,54,3518,5995.5
2024,02,1,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,649,2141,29,2819,4996.25
2024,02,1,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,2126,2156,1,4283,6440.25
2024,02,1,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,592,774,1,1367,2142.25
2024,06,2,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,992,3399,68,4459,7943
2024,06,2,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,161,607,14,782,1406.5
2024,06,2,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,1598,3166,7,4771,7945.75
2024,06,2,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,383,373,0,756,1129
2024,07,3,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,208,802,13,1023,1841.25
2024,11,4,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,227,572,3,802,1377.75
2024,11,4,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,130,442,0,572,1014
2024,11,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,574,448,2,1024,1474.5
2024,11,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,418,193,13,624,833.25
2024,07,3,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,570,885,0,1455,2340
2024,07,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,498,1784,8,2290,4084
2024,07,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,714,566,0,1280,1846
2024,05,2,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,1389,3620,103,5112,8860.75
2024,05,2,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,1847,4707,119,6673,11528.75
2024,05,2,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,2060,3597,31,5688,9323.75
2024,05,2,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,754,1174,7,1935,3117.75
2024,12,4,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,662,2949,107,3718,6800.75
2024,12,4,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,381,2459,89,2929,5499.25
2024,09,3,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,741,1874,38,2653,4574.5
2024,09,3,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,661,1459,12,2132,3606
2024,09,3,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,752,1543,43,2338,3934.75
2024,09,3,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,512,384,0,896,1280
2024,12,4,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,724,1733,7,2464,4205.75
2024,12,4,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,134,651,4,789,1445
2024,12,4,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,7150,5550,0,12700,18250
2024,12,4,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5902,6385,0,12287,18672
2024,01,1,북항,외항,수출환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,7966,6981,0,14947,21928
2024,01,1,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,6522,6411,0,12933,19344
2024,01,1,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,7320,4989,0,12309,17298
2024,01,1,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5793,7242,0,13035,20277
2024,05,2,북항,외항,수입환적,9,신선대 부두,컨테이너부두,아국선,적컨,0,4159,4765,0,8924,13689
2024,05,2,북항,외항,수출,9,신선대 부두,컨테이너부두,아국선,적컨,0,6641,4935,3,11579,16517.75
2024,05,2,북항,외항,수입,9,신선대 부두,컨테이너부두,아국선,적컨,0,5057,5306,0,10363,15669
2024,03,1,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,0,10,0,10,20
2024,03,1,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,0,2,0,2,4
2024,04,2,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,0,2,0,2,4
2024,04,2,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1589,1393,0,2982,4375
2024,04,2,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,497,1202,0,1699,2901
2024,03,1,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1194,1019,0,2213,3232
2024,03,1,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,315,1097,0,1412,2509
2024,08,3,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,3,91,0,94,185
2024,08,3,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,637,472,0,1109,1581
2024,08,3,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,362,606,0,968,1574
2024,10,4,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,1,0,0,1,1
2024,10,4,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,0,8,0,8,16
2024,10,4,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,559,455,0,1014,1469
2024,10,4,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,605,1035,0,1640,2675
2024,02,1,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,1,48,0,49,97
2024,02,1,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,5,40,0,45,85
2024,02,1,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,401,155,0,556,711
2024,02,1,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,351,429,0,780,1209
2024,06,2,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,0,52,0,52,104
2024,06,2,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1636,981,0,2617,3598
2024,06,2,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,534,1102,0,1636,2738
2024,11,4,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,0,18,0,18,36
2024,11,4,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,0,10,0,10,20
2024,07,3,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,0,54,0,54,108
2024,07,3,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,3,43,0,46,89
2024,07,3,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,789,443,0,1232,1675
2024,07,3,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,396,1237,0,1633,2870
2024,11,4,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1328,803,0,2131,2934
2024,11,4,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,647,692,0,1339,2031
2024,09,3,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,0,6,0,6,12
2024,09,3,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,995,314,0,1309,1623
2024,09,3,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,670,791,0,1461,2252
2024,09,3,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,1,48,0,49,97
2024,12,4,북항,외항,수출환적,10,7 부두,일반부두,외국선,공컨,0,3,0,0,3,3
2024,12,4,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,0,48,0,48,96
2024,12,4,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1548,1045,0,2593,3638
2024,12,4,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,465,503,0,968,1471
2024,01,1,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,1,48,0,49,97
2024,01,1,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,392,254,0,646,900
2024,01,1,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,362,741,0,1103,1844
2024,05,2,북항,외항,수입환적,10,7 부두,일반부두,외국선,공컨,0,1,47,0,48,95
2024,05,2,북항,외항,수출,10,7 부두,일반부두,외국선,공컨,0,1994,1575,0,3569,5144
2024,05,2,북항,외항,수입,10,7 부두,일반부두,외국선,공컨,0,629,954,0,1583,2537
2024,03,1,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,197,504,0,701,1205
2024,03,1,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,30,396,0,426,822
2024,04,2,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,335,493,0,828,1321
2024,04,2,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,46,55,0,101,156
2024,04,2,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,180,914,0,1094,2008
2024,04,2,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,1534,1120,0,2654,3774
2024,03,1,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,199,1202,0,1401,2603
2024,03,1,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,1138,975,0,2113,3088
2024,08,3,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,624,524,0,1148,1672
2024,08,3,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,191,156,0,347,503
2024,08,3,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,360,1900,0,2260,4160
2024,08,3,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,712,508,0,1220,1728
2024,10,4,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,747,488,0,1235,1723
2024,10,4,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,273,293,0,566,859
2024,10,4,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,451,932,0,1383,2315
2024,10,4,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,1097,841,0,1938,2779
2024,02,1,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,532,1021,0,1553,2574
2024,02,1,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,49,885,0,934,1819
2024,02,1,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,147,432,0,579,1011
2024,02,1,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,235,239,0,474,713
2024,06,2,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,505,628,0,1133,1761
2024,06,2,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,151,135,0,286,421
2024,06,2,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,381,949,0,1330,2279
2024,06,2,북항,외항,수입,10,7 부두,일반부두,외국선,적컨,0,1552,833,0,2385,3218
2024,11,4,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,637,439,0,1076,1515
2024,11,4,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,283,381,0,664,1045
2024,07,3,북항,외항,수출환적,10,7 부두,일반부두,외국선,적컨,0,409,469,0,878,1347
2024,07,3,북항,외항,수입환적,10,7 부두,일반부두,외국선,적컨,0,141,212,0,353,565
2024,07,3,북항,외항,수출,10,7 부두,일반부두,외국선,적컨,0,417,1559,0,1976,3535
2024,01,1,신항,외항,수출환적,9,신항4부두,컨테이너부두,아국선,적컨,0,1011,956,8,1975,2941
2024,01,1,신항,외항,수입환적,9,신항4부두,컨테이너부두,아국선,적컨,0,750,2821,28,3599,6455
2024,01,1,신항,외항,수출,9,신항4부두,컨테이너부두,아국선,적컨,0,1011,1439,5,2455,3900.25
2024,01,1,신항,외항,수입,9,신항4부두,컨테이너부두,아국선,적컨,0,439,845,2,1286,2133.5
2024,03,1,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,29,1105,0,1134,2239
2024,03,1,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,39,232,0,271,503
2024,03,1,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,146,1573,68,1787,3445
2024,03,1,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,5933,11491,32,17456,28987
2024,04,2,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,21,468,0,489,957
2024,04,2,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,33,458,0,491,949
2024,04,2,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,474,2709,54,3237,6013.5
2024,04,2,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,5505,7688,69,13262,21036.25
2024,08,3,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,38,1113,0,1151,2264
2024,08,3,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,36,921,1,958,1880.25
2024,08,3,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,209,1765,72,2046,3901
2024,08,3,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3305,8119,65,11489,19689.25
2024,10,4,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,41,1290,0,1331,2621
2024,10,4,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,39,1435,0,1474,2909
2024,10,4,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,125,1971,87,2183,4262.75
2024,10,4,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,2246,5409,92,7747,13271
2024,02,1,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,14,274,0,288,562
2024,02,1,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,27,798,0,825,1623
2024,02,1,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,230,1271,0,1501,2772
2024,02,1,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,4354,7056,47,11457,18571.75
2024,06,2,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,117,282,0,399,681
2024,06,2,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,177,1573,0,1750,3323
2024,06,2,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,158,1542,20,1720,3287
2024,06,2,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,4946,9536,30,14512,24085.5
2024,07,3,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,80,1564,0,1644,3208
2024,11,4,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,19,2239,0,2258,4497
2024,11,4,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,36,1441,0,1477,2918
2024,11,4,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,594,921,59,1574,2568.75
2024,11,4,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3443,5202,48,8693,13955
2024,07,3,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,33,1326,0,1359,2685
2024,07,3,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,466,2207,27,2700,4940.75
2024,07,3,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3214,8963,40,12217,21230
2024,05,2,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,68,558,0,626,1184
2024,05,2,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,106,816,10,932,1760.5
2024,05,2,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,171,2031,175,2377,4626.75
2024,05,2,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3607,6873,158,10638,17708.5
2024,12,4,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,10,104,1277,0,1391,2663
2024,12,4,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,270,763,0,1033,1796
2024,09,3,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,160,1210,34,1404,2656.5
2024,09,3,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,204,2065,53,2322,4453.25
2024,09,3,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,249,938,86,1273,2318.5
2024,09,3,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3412,8551,41,12004,20606.25
2024,12,4,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,428,715,84,1227,2047
2024,12,4,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,3697,7561,92,11350,19026
2024,01,1,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,공컨,0,12,676,0,688,1364
2024,01,1,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,공컨,0,5,441,2,448,891.5
2024,01,1,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,공컨,0,261,1276,23,1560,2864.75
2024,01,1,신항,외항,수입,10,신항5부두,컨테이너부두,외국선,공컨,0,6087,7467,41,13595,21113.25
2024,03,1,신항,외항,수출환적,10,신항5부두,컨테이너부두,외국선,적컨,0,9780,26539,119,36438,63125.75
2024,03,1,신항,외항,수입환적,10,신항5부두,컨테이너부두,외국선,적컨,0,7991,20454,105,28550,49135.25
2024,03,1,신항,외항,수출,10,신항5부두,컨테이너부두,외국선,적컨,0,9234,16285,20,25539,41849
