연도,월,분기,청코드,내외항구분,수출입구분명,시설코드,시설명,부두구분명,아외국구분,적공구분,컨테이너수(10피트),컨테이너수(20피트),컨테이너수(40피트),컨테이너수(기타),전체개수,전체물동량
2024,03,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,432,1515,35,1982,3540.75
2024,03,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,2499,1019,55,3573,4660.75
2024,08,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,16,70,0,86,156
2024,08,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,365,84,0,449,533
2024,08,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,2267,1765,42,4074,5891.5
2024,08,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,1519,741,12,2272,3028
2024,10,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,3,12,0,15,27
2024,10,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,57,8,0,65,73
2024,10,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,414,264,0,678,942
2024,10,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,1306,586,0,1892,2478
2024,02,1,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,4,29,0,33,62
2024,02,1,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,237,160,20,417,602
2024,02,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,603,1600,6,2209,3816.5
2024,02,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,1931,1012,7,2950,3970.75
2024,06,2,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,3,141,0,144,285
2024,06,2,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,288,297,0,585,882
2024,06,2,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,689,1905,60,2654,4634
2024,06,2,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,2829,1363,55,4247,5678.75
2024,11,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,11,0,0,11,11
2024,11,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,150,100,0,250,350
2024,07,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,18,29,0,47,76
2024,07,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,264,80,0,344,424
2024,07,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,1551,2161,76,3788,6036
2024,07,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,3473,1512,54,5039,6618.5
2024,11,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,223,362,0,585,947
2024,11,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,997,573,0,1570,2143
2024,05,2,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,7,1,0,8,9
2024,09,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,239,103,0,342,445
2024,09,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,236,318,0,554,872
2024,09,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,698,499,0,1197,1696
2024,09,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,5,0,0,5,5
2024,12,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,2,7,0,9,16
2024,12,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,23,42,0,65,107
2024,12,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,276,272,0,548,820
2024,12,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,490,295,0,785,1080
2024,01,1,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,48,181,0,229,410
2024,01,1,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,81,101,0,182,283
2024,01,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,1245,1606,10,2861,4479.5
2024,01,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,1387,954,66,2407,3443.5
2024,05,2,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,공컨,0,255,70,0,325,395
2024,05,2,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,공컨,0,488,1585,25,2098,3714.25
2024,05,2,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,공컨,0,3078,1053,43,4174,5280.75
2024,03,1,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5986,4901,0,10887,15788
2024,03,1,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5176,3932,0,9108,13040
2024,04,2,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5236,4216,0,9452,13668
2024,04,2,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5304,4769,0,10073,14842
2024,04,2,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,4268,3130,11,7409,10552.75
2024,04,2,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3247,3168,1,6416,9585.25
2024,03,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,5018,3270,6,8294,11571.5
2024,03,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3562,3403,0,6965,10368
2024,08,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5745,3927,0,9672,13599
2024,08,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5239,3523,0,8762,12285
2024,03,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,279,463,0,742,1205
2024,04,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,296,20,0,316,336
2024,04,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,149,273,0,422,695
2024,08,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,0,20,0,20,40
2024,08,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,119,203,0,322,525
2024,10,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,7,120,0,127,247
2024,10,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,155,195,0,350,545
2024,02,1,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,20,26,0,46,72
2024,02,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,161,205,0,366,571
2024,06,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,0,11,0,11,22
2024,06,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,174,226,0,400,626
2024,11,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,1,95,0,96,191
2024,11,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,101,267,0,368,635
2024,07,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,0,7,0,7,14
2024,07,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,368,144,0,512,656
2024,05,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,258,70,0,328,398
2024,05,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,298,282,0,580,862
2024,09,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,0,81,0,81,162
2024,09,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,114,287,0,401,688
2024,12,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,1,31,0,32,63
2024,12,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,73,269,0,342,611
2024,01,1,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,공컨,0,41,37,0,78,115
2024,01,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,공컨,0,239,246,0,485,731
2024,03,1,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,10,64,0,74,138
2024,03,1,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,61,130,0,191,321
2024,03,1,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,273,400,0,673,1073
2024,03,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,398,161,0,559,720
2024,04,2,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,7,24,0,31,55
2024,04,2,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,55,179,0,234,413
2024,04,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,267,297,0,564,861
2024,04,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,382,150,0,532,682
2024,08,3,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,3,19,0,22,41
2024,08,3,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,42,80,0,122,202
2024,08,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,219,248,0,467,715
2024,08,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,73,169,0,242,411
2024,10,4,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,27,55,0,82,137
2024,10,4,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,1,56,0,57,113
2024,10,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,209,273,0,482,755
2024,10,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,68,252,0,320,572
2024,02,1,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,13,11,0,24,35
2024,02,1,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,19,82,0,101,183
2024,02,1,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,215,244,0,459,703
2024,02,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,525,115,0,640,755
2024,06,2,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,9,15,0,24,39
2024,06,2,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,0,25,0,25,50
2024,06,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,298,200,0,498,698
2024,06,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,59,150,0,209,359
2024,07,3,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,6,15,0,21,36
2024,11,4,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,4,24,0,28,52
2024,11,4,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,5,65,0,70,135
2024,11,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,205,357,0,562,919
2024,11,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,57,248,0,305,553
2024,07,3,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,0,58,0,58,116
2024,07,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,330,333,0,663,996
2024,07,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,53,134,0,187,321
2024,05,2,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,10,40,0,50,90
2024,05,2,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,16,99,0,115,214
2024,05,2,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,315,261,0,576,837
2024,05,2,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,471,167,0,638,805
2024,12,4,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,21,34,0,55,89
2024,12,4,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,0,52,0,52,104
2024,09,3,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,33,42,0,75,117
2024,09,3,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,16,79,0,95,174
2024,09,3,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,348,432,0,780,1212
2024,09,3,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,71,183,0,254,437
2024,12,4,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,263,232,0,495,727
2024,12,4,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,72,177,0,249,426
2024,01,1,신항,외항,수출환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,14,12,0,26,38
2024,01,1,신항,외항,수입환적,5,신항다목적부두,컨테이너부두,아국선,적컨,0,5,15,0,20,35
2024,01,1,신항,외항,수출,5,신항다목적부두,컨테이너부두,아국선,적컨,0,240,318,0,558,876
2024,01,1,신항,외항,수입,5,신항다목적부두,컨테이너부두,아국선,적컨,0,448,124,0,572,696
2024,06,2,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,10773,24590,88,35451,60151
2024,06,2,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,9693,24195,112,34000,58335
2024,06,2,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,7838,11958,5,19801,31765.25
2024,06,2,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,5785,8156,6,13947,22110.5
2024,07,3,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,12449,26651,140,39240,66066
2024,11,4,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,10619,24714,133,35466,60346.25
2024,11,4,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,10797,25025,101,35923,61074.25
2024,11,4,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,8036,12977,15,21028,34023.75
2024,11,4,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,5198,9212,10,14420,23644.5
2024,07,3,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,12972,29090,141,42203,71469.25
2024,07,3,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,8414,15217,5,23636,38859.25
2024,07,3,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,7451,12996,14,20461,33474.5
2024,05,2,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,11997,25850,112,37959,63949
2024,05,2,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,10003,24488,85,34576,59170.25
2024,05,2,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,8282,12652,6,20940,33599.5
2024,05,2,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,5419,10928,16,16363,27311
2024,12,4,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,11196,23926,131,35253,59342.75
2024,12,4,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,11455,27067,122,38644,65863.5
2024,09,3,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,9471,21214,125,30810,52180.25
2024,09,3,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,10018,25705,92,35815,61635
2024,09,3,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,7371,11324,13,18708,30048.25
2024,09,3,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,6536,11788,19,18343,30154.75
2024,12,4,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,8112,12431,15,20558,33007.75
2024,12,4,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,6221,11212,11,17444,28669.75
2024,01,1,신항,외항,수출환적,8,신항3부두,컨테이너부두,외국선,적컨,0,8940,17329,87,26356,43793.75
2024,01,1,신항,외항,수입환적,8,신항3부두,컨테이너부두,외국선,적컨,0,9703,19944,97,29744,49809.25
2024,01,1,신항,외항,수출,8,신항3부두,컨테이너부두,외국선,적컨,0,8405,10440,21,18866,29332.25
2024,01,1,신항,외항,수입,8,신항3부두,컨테이너부두,외국선,적컨,0,4575,6680,5,11260,17946.25
2024,03,1,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,0,50,0,50,100
2024,03,1,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,0,0,48,48,108
2024,03,1,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,26,0,0,26,26
2024,03,1,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,652,221,0,873,1094
2024,04,2,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,3,14,0,17,31
2024,04,2,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,201,1,0,202,203
2024,04,2,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,14,23,66,103,208.5
2024,04,2,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1278,952,0,2230,3182
2024,08,3,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,256,694,25,975,1700.25
2024,08,3,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,321,313,5,639,958.25
2024,08,3,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1124,803,0,1927,2730
2024,10,4,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,0,361,21,382,769.25
2024,10,4,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,53,339,10,402,753.5
2024,10,4,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,668,1019,0,1687,2706
2024,02,1,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,3,0,10,13,25.5
2024,02,1,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,5,40,0,45,85
2024,02,1,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,10,0,0,10,10
2024,02,1,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1311,955,0,2266,3221
2024,06,2,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,11,100,0,111,211
2024,06,2,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,29,79,0,108,187
2024,06,2,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1403,1065,0,2468,3533
2024,07,3,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,2,111,0,113,224
2024,11,4,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,1,214,0,215,429
2024,11,4,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,0,40,0,40,80
2024,11,4,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,109,401,0,510,911
2024,11,4,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,162,161,0,323,484
2024,07,3,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,5,0,0,5,5
2024,07,3,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,115,163,0,278,441
2024,07,3,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1352,607,0,1959,2566
2024,05,2,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,5,64,0,69,133
2024,05,2,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,61,563,80,704,1367
2024,05,2,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,30,278,0,308,586
2024,05,2,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,720,2423,0,3143,5566
2024,12,4,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,1,0,0,1,1
2024,09,3,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,3,1055,0,1058,2113
2024,09,3,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,17,0,0,17,17
2024,09,3,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,21,25,0,46,71
2024,09,3,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1156,1419,0,2575,3994
2024,12,4,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,74,3,0,77,80
2024,12,4,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,666,472,0,1138,1610
2024,01,1,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,공컨,0,140,382,0,522,904
2024,01,1,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,공컨,0,787,495,0,1282,1777
2024,01,1,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,공컨,0,96,592,0,688,1280
2024,01,1,신항,외항,수입,8,신항3부두,컨테이너부두,아국선,공컨,0,1933,1589,0,3522,5111
2024,03,1,신항,외항,수출환적,8,신항3부두,컨테이너부두,아국선,적컨,0,491,582,0,1073,1655
2024,03,1,신항,외항,수입환적,8,신항3부두,컨테이너부두,아국선,적컨,0,2109,3725,14,5848,9590.5
2024,03,1,신항,외항,수출,8,신항3부두,컨테이너부두,아국선,적컨,0,2523,1704,0,4227,5931
2024,08,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,4324,2687,3,7014,9704.75
2024,08,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3321,3301,18,6640,9963.5
2024,10,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,1490,1469,0,2959,4428
2024,10,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,1030,1080,0,2110,3190
2024,10,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,1954,1190,0,3144,4334
2024,10,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,1253,916,0,2169,3085
2024,02,1,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5782,4457,0,10239,14696
2024,02,1,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5550,3804,0,9354,13158
2024,02,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,4355,2814,9,7178,10003.25
2024,02,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3063,2762,1,5826,8589.25
2024,06,2,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,6288,4416,0,10704,15120
2024,06,2,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,4659,4049,0,8708,12757
2024,06,2,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,5041,3195,14,8250,11462.5
2024,06,2,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,2989,3012,3,6004,9019.75
2024,11,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,1226,1017,0,2243,3260
2024,11,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,968,733,0,1701,2434
2024,07,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,6156,4291,0,10447,14738
2024,07,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,4469,3730,0,8199,11929
2024,07,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,4680,3112,7,7799,10919.75
2024,07,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3316,3305,1,6622,9928.25
2024,11,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,1347,1024,0,2371,3395
2024,11,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,1067,738,0,1805,2543
2024,05,2,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,6057,4378,0,10435,14813
2024,09,3,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,1084,1008,0,2092,3100
2024,09,3,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,1674,1057,1,2732,3790.25
2024,09,3,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,1048,860,0,1908,2768
2024,09,3,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,2053,1087,0,3140,4227
2024,12,4,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,915,836,0,1751,2587
2024,12,4,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,497,584,0,1081,1665
2024,12,4,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,1706,1137,0,2843,3980
2024,12,4,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,1005,688,0,1693,2381
2024,01,1,북항,외항,수출환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,5143,4332,0,9475,13807
2024,01,1,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,4296,3132,0,7428,10560
2024,01,1,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,4779,3172,3,7954,11129.75
2024,01,1,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,2848,2738,1,5587,8326.25
2024,05,2,북항,외항,수입환적,8,자성대 부두,컨테이너부두,아국선,적컨,0,4810,4162,1,8973,13136.25
2024,05,2,북항,외항,수출,8,자성대 부두,컨테이너부두,아국선,적컨,0,5189,3339,0,8528,11867
2024,05,2,북항,외항,수입,8,자성대 부두,컨테이너부두,아국선,적컨,0,3075,2904,2,5981,8887.5
2024,03,1,북항,외항,수출환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,116,207,0,323,530
2024,03,1,북항,외항,수입환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,94,67,0,161,228
2024,04,2,북항,외항,수출환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,135,6,0,141,147
2024,04,2,북항,외항,수입환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,138,15,0,153,168
2024,04,2,북항,외항,수출,9,신선대 부두,컨테이너부두,외국선,공컨,0,2135,4971,0,7106,12077
2024,04,2,북항,외항,수입,9,신선대 부두,컨테이너부두,외국선,공컨,0,5690,4613,8,10311,14934
2024,03,1,북항,외항,수출,9,신선대 부두,컨테이너부두,외국선,공컨,0,2266,4899,0,7165,12064
2024,03,1,북항,외항,수입,9,신선대 부두,컨테이너부두,외국선,공컨,0,5733,5081,1,10815,15897.25
2024,08,3,북항,외항,수출환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,131,294,0,425,719
2024,08,3,북항,외항,수입환적,9,신선대 부두,컨테이너부두,외국선,공컨,0,218,433,0,651,1084
2024,08,3,북항,외항,수출,9,신선대 부두,컨테이너부두,외국선,공컨,0,5300,4569,0,9869,14438
